face, confidence, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67
0, 0.975, 318.1, 319.0, 335.4, 363.2, 406.8, 468.1, 538.7, 617.0, 702.6, 782.0, 847.2, 908.4, 961.5, 997.8, 1021.9, 1034.7, 1036.8, 349.1, 393.5, 454.9, 517.6, 577.0, 774.0, 837.0, 898.0, 955.9, 998.3, 678.0, 680.1, 682.7, 685.3, 607.4, 646.0, 685.8, 724.9, 761.3, 422.9, 464.9, 525.3, 577.7, 524.8, 464.1, 780.0, 834.4, 893.1, 935.2, 898.9, 840.0, 535.3, 596.6, 654.1, 691.1, 731.1, 788.3, 841.7, 790.9, 737.5, 694.5, 654.3, 595.9, 560.0, 654.7, 692.3, 733.4, 817.9, 731.8, 691.3, 653.4, 1334.7, 1433.1, 1533.1, 1635.7, 1733.2, 1824.7, 1907.9, 1970.0, 1983.6, 1962.3, 1897.5, 1819.0, 1733.3, 1640.4, 1540.3, 1441.0, 1340.4, 1201.3, 1160.5, 1146.9, 1153.6, 1174.7, 1171.8, 1149.4, 1144.6, 1160.7, 1200.7, 1271.8, 1348.2, 1424.1, 1501.6, 1559.5, 1572.2, 1582.8, 1569.3, 1555.6, 1295.3, 1260.6, 1262.3, 1301.9, 1316.6, 1319.4, 1300.0, 1259.3, 1260.1, 1291.1, 1313.6, 1313.7, 1690.3, 1675.9, 1661.6, 1670.5, 1657.6, 1668.3, 1679.5, 1738.9, 1763.6, 1771.3, 1768.6, 1746.6, 1696.5, 1701.9, 1704.6, 1696.5, 1687.7, 1700.9, 1708.8, 1704.8
