face, confidence, x_0, x_1, x_2, x_3, x_4, x_5, x_6, x_7, x_8, x_9, x_10, x_11, x_12, x_13, x_14, x_15, x_16, x_17, x_18, x_19, x_20, x_21, x_22, x_23, x_24, x_25, x_26, x_27, x_28, x_29, x_30, x_31, x_32, x_33, x_34, x_35, x_36, x_37, x_38, x_39, x_40, x_41, x_42, x_43, x_44, x_45, x_46, x_47, x_48, x_49, x_50, x_51, x_52, x_53, x_54, x_55, x_56, x_57, x_58, x_59, x_60, x_61, x_62, x_63, x_64, x_65, x_66, x_67, y_0, y_1, y_2, y_3, y_4, y_5, y_6, y_7, y_8, y_9, y_10, y_11, y_12, y_13, y_14, y_15, y_16, y_17, y_18, y_19, y_20, y_21, y_22, y_23, y_24, y_25, y_26, y_27, y_28, y_29, y_30, y_31, y_32, y_33, y_34, y_35, y_36, y_37, y_38, y_39, y_40, y_41, y_42, y_43, y_44, y_45, y_46, y_47, y_48, y_49, y_50, y_51, y_52, y_53, y_54, y_55, y_56, y_57, y_58, y_59, y_60, y_61, y_62, y_63, y_64, y_65, y_66, y_67
0, 0.975, 33.0, 33.3, 34.0, 35.4, 38.5, 44.0, 51.1, 59.0, 67.8, 76.4, 84.1, 91.1, 96.6, 99.8, 101.4, 102.5, 103.0, 38.5, 43.3, 49.8, 56.4, 62.5, 74.3, 80.7, 87.1, 93.3, 97.7, 68.6, 68.6, 68.6, 68.6, 60.8, 64.6, 68.3, 71.9, 75.3, 45.6, 49.8, 54.5, 58.5, 54.2, 49.6, 77.8, 82.1, 86.7, 90.6, 87.0, 82.4, 53.6, 59.3, 64.6, 68.0, 72.0, 77.1, 82.2, 77.1, 72.1, 68.0, 64.2, 59.0, 55.8, 64.5, 68.0, 72.0, 80.0, 72.0, 67.9, 64.3, 89.2, 97.7, 106.2, 114.4, 122.1, 128.7, 133.9, 138.2, 139.5, 138.1, 134.0, 129.0, 122.6, 114.7, 106.3, 97.9, 89.6, 81.6, 77.7, 76.5, 77.4, 79.6, 79.5, 77.4, 76.8, 78.1, 82.0, 86.9, 91.8, 96.8, 101.9, 106.8, 107.9, 108.8, 108.0, 107.1, 88.0, 86.0, 86.0, 88.7, 89.5, 89.5, 88.8, 86.1, 86.3, 88.4, 89.7, 89.7, 117.7, 115.3, 114.2, 115.0, 114.2, 115.6, 117.8, 121.4, 123.0, 123.4, 123.1, 121.5, 117.8, 117.4, 117.7, 117.3, 117.8, 118.7, 119.0, 118.7
